Orthogroup	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Boleracea_capitata_v1.0.priTranscripts	Brapa_v1.3.priTranscripts
755	OG0000754	2	2	2	3	5
756	OG0000755	2	2	3	3	4
757	OG0000756	13	1	0	0	0
758	OG0000757	8	4	1	0	1
759	OG0000758	2	2	2	4	4
760	OG0000759	3	2	2	3	4
761	OG0000760	4	2	2	3	3
762	OG0000761	5	3	2	1	3
763	OG0000762	3	3	2	2	4
764	OG0000763	3	3	4	1	3
765	OG0000764	1	3	4	3	3
766	OG0000765	4	4	1	3	2
767	OG0000766	2	2	2	4	4
768	OG0000767	5	2	2	2	3
769	OG0000768	1	1	1	8	3
770	OG0000769	2	2	2	4	4
771	OG0000770	2	2	2	3	5
772	OG0000771	1	2	3	4	4
773	OG0000772	2	2	2	4	4
774	OG0000773	2	2	3	3	4
775	OG0000774	2	2	2	5	3
776	OG0000775	5	0	4	4	1
777	OG0000776	2	2	2	3	5
778	OG0000777	3	3	3	2	3
779	OG0000778	3	3	3	3	2
780	OG0000779	2	2	2	4	4
781	OG0000780	1	2	1	4	6
782	OG0000781	14	0	0	0	0
783	OG0000782	4	3	2	2	3
784	OG0000783	2	2	2	4	4
785	OG0000784	2	3	2	4	3
786	OG0000785	2	2	2	4	4
787	OG0000786	3	3	3	1	4
788	OG0000787	2	3	2	2	5
789	OG0000788	14	0	0	0	0
790	OG0000789	2	2	1	5	4
791	OG0000790	2	2	2	5	3
792	OG0000791	5	4	1	2	2
793	OG0000792	2	2	2	4	4
794	OG0000793	5	4	4	0	1
795	OG0000794	3	2	5	2	2
796	OG0000795	3	3	3	2	3
797	OG0000796	2	2	2	3	5
798	OG0000797	1	7	3	2	1
799	OG0000798	2	5	3	2	2
800	OG0000799	3	3	2	2	4
801	OG0000800	3	2	2	3	4
802	OG0000801	2	2	2	4	4
803	OG0000802	2	2	5	1	4
804	OG0000803	14	0	0	0	0
805	OG0000804	3	3	3	2	3
806	OG0000805	3	4	2	3	2
807	OG0000806	2	1	2	3	6
808	OG0000807	4	4	2	2	2
809	OG0000808	5	6	1	1	1
810	OG0000809	4	3	3	1	3
811	OG0000810	2	2	2	4	4
812	OG0000811	2	2	2	4	4
813	OG0000812	2	2	3	3	4
814	OG0000813	1	2	4	3	4
815	OG0000814	2	2	2	3	5
816	OG0000815	2	2	2	4	4
817	OG0000816	2	2	2	3	5
818	OG0000817	1	1	3	1	8
819	OG0000818	3	3	3	1	4
820	OG0000819	2	2	2	3	5
821	OG0000820	1	2	3	4	4
822	OG0000821	2	2	3	3	4
823	OG0000822	3	2	2	4	3
824	OG0000823	2	2	2	3	5
825	OG0000824	3	3	3	3	2
826	OG0000825	3	4	7	0	0
827	OG0000826	2	2	2	4	4
828	OG0000827	3	3	3	1	4
829	OG0000828	4	2	2	3	3
830	OG0000829	2	3	3	2	4
831	OG0000830	2	3	3	2	4
832	OG0000831	2	2	2	2	6
833	OG0000832	3	3	2	1	5
834	OG0000833	2	2	2	3	5
835	OG0000834	3	2	1	4	4
836	OG0000835	2	2	2	4	4
837	OG0000836	2	2	2	4	4
838	OG0000837	1	0	0	12	1
839	OG0000838	2	2	4	3	3
840	OG0000839	4	1	4	2	3
841	OG0000840	1	2	3	4	4
842	OG0000841	3	3	3	3	2
843	OG0000842	2	2	2	4	4
844	OG0000843	2	3	2	2	5
845	OG0000844	3	2	2	2	5
846	OG0000845	2	1	1	0	10
847	OG0000846	2	2	2	4	4
848	OG0000847	2	2	2	4	4
849	OG0000848	2	2	2	4	4
850	OG0000849	2	2	3	2	5
851	OG0000850	3	2	2	4	3
852	OG0000851	2	2	2	5	3
853	OG0000852	2	2	2	4	4
854	OG0000853	2	2	2	4	4
855	OG0000854	2	3	5	1	3
856	OG0000855	2	4	4	1	3
857	OG0000856	3	3	3	3	2
858	OG0000857	2	2	2	4	4
859	OG0000858	3	2	2	4	3
860	OG0000859	5	3	2	0	4
861	OG0000860	2	2	2	4	4
862	OG0000861	2	7	4	0	1
863	OG0000862	1	1	1	1	10
864	OG0000863	2	2	2	1	7
865	OG0000864	2	4	3	2	3
866	OG0000865	2	2	2	4	4
867	OG0000866	3	3	3	1	4
868	OG0000867	2	2	2	3	5
869	OG0000868	3	2	2	4	3
870	OG0000869	2	2	2	2	6
871	OG0000870	1	5	3	1	4
872	OG0000871	3	4	3	1	3
873	OG0000872	2	2	2	2	6
874	OG0000873	1	2	3	2	6
875	OG0000874	2	2	2	4	4
876	OG0000875	2	1	2	5	4
877	OG0000876	1	2	1	6	4
878	OG0000877	1	2	2	5	4
879	OG0000878	2	3	6	1	2
880	OG0000879	2	2	1	5	4
881	OG0000880	1	2	1	5	5
882	OG0000881	5	1	3	2	3
883	OG0000882	2	3	3	3	3
884	OG0000883	1	1	4	1	7
885	OG0000884	2	3	2	3	4
886	OG0000885	2	2	2	4	4
887	OG0000886	2	2	2	4	4
888	OG0000887	2	3	3	3	3
889	OG0000888	4	1	7	0	2
890	OG0000889	2	3	2	0	7
891	OG0000890	2	2	2	3	5
892	OG0000891	1	1	1	6	5
893	OG0000892	2	2	2	3	5
894	OG0000893	2	5	2	3	2
895	OG0000894	1	3	1	0	9
896	OG0000895	3	3	5	1	2
897	OG0000896	5	5	2	0	2
898	OG0000897	3	2	7	1	1
899	OG0000898	4	4	4	0	2
900	OG0000899	1	4	9	0	0
901	OG0000900	2	3	2	4	3
902	OG0000901	2	3	2	4	3
903	OG0000902	2	5	2	1	4
904	OG0000903	2	2	3	3	4
905	OG0000904	4	7	2	1	0
906	OG0000905	1	2	2	5	4
907	OG0000906	0	3	2	3	6
908	OG0000907	0	1	1	7	5
909	OG0000908	0	3	4	1	6
910	OG0000909	0	1	0	1	12
911	OG0000910	0	0	0	14	0
912	OG0000911	0	0	0	14	0
913	OG0000912	0	0	0	14	0
914	OG0000913	0	0	0	14	0
915	OG0000914	0	0	0	8	6
916	OG0000915	0	0	0	6	8
917	OG0000916	0	0	0	0	14
918	OG0000917	1	3	2	4	3
919	OG0000918	3	3	3	2	2
920	OG0000919	8	1	0	0	4
921	OG0000920	3	4	2	2	2
922	OG0000921	3	2	2	3	3
923	OG0000922	4	2	3	2	2
924	OG0000923	13	0	0	0	0
925	OG0000924	2	4	4	2	1
926	OG0000925	1	1	1	4	6
927	OG0000926	3	3	3	2	2
928	OG0000927	2	2	1	4	4
929	OG0000928	2	2	2	4	3
930	OG0000929	2	2	2	3	4
931	OG0000930	2	2	2	2	5
932	OG0000931	2	2	2	3	4
933	OG0000932	1	3	5	2	2
934	OG0000933	13	0	0	0	0
935	OG0000934	12	0	0	1	0
936	OG0000935	3	3	2	0	5
937	OG0000936	4	3	2	1	3
938	OG0000937	3	3	3	2	2
939	OG0000938	2	3	2	3	3
940	OG0000939	3	2	8	0	0
941	OG0000940	2	2	2	4	3
942	OG0000941	3	3	3	2	2
943	OG0000942	11	2	0	0	0
944	OG0000943	4	3	3	0	3
945	OG0000944	2	2	2	3	4
946	OG0000945	2	2	2	4	3
947	OG0000946	2	2	2	4	3
948	OG0000947	1	2	2	4	4
949	OG0000948	2	3	2	2	4
950	OG0000949	2	3	3	0	5
951	OG0000950	2	2	2	3	4
952	OG0000951	2	2	2	4	3
953	OG0000952	2	3	2	3	3
954	OG0000953	2	2	2	4	3
955	OG0000954	3	2	2	3	3
956	OG0000955	2	1	2	3	5
957	OG0000956	4	1	1	2	5
958	OG0000957	2	2	2	4	3
959	OG0000958	3	2	2	3	3
960	OG0000959	2	2	2	2	5
961	OG0000960	3	3	3	2	2
962	OG0000961	2	2	2	2	5
963	OG0000962	2	2	2	3	4
964	OG0000963	3	2	2	3	3
965	OG0000964	2	2	2	3	4
966	OG0000965	2	2	2	3	4
967	OG0000966	11	2	0	0	0
968	OG0000967	3	6	1	1	2
969	OG0000968	2	3	2	3	3
970	OG0000969	2	2	2	2	5
971	OG0000970	2	3	3	4	1
972	OG0000971	2	2	3	2	4
973	OG0000972	2	2	2	3	4
974	OG0000973	3	3	2	3	2
975	OG0000974	3	2	2	3	3
976	OG0000975	2	2	2	3	4
977	OG0000976	2	3	2	2	4
978	OG0000977	2	4	2	3	2
979	OG0000978	1	1	1	7	3
980	OG0000979	3	6	2	1	1
981	OG0000980	2	2	2	3	4
982	OG0000981	2	2	2	3	4
983	OG0000982	2	2	2	4	3
984	OG0000983	2	2	2	3	4
985	OG0000984	11	1	1	0	0
986	OG0000985	3	3	2	1	4
987	OG0000986	3	4	3	1	2
988	OG0000987	2	2	2	3	4
989	OG0000988	7	4	1	1	0
990	OG0000989	3	2	2	2	4
991	OG0000990	2	2	2	3	4
992	OG0000991	2	2	3	3	3
993	OG0000992	3	3	3	1	3
994	OG0000993	3	4	3	1	2
995	OG0000994	2	3	2	2	4
996	OG0000995	3	4	2	1	3
997	OG0000996	2	2	2	3	4
998	OG0000997	5	2	2	1	3
999	OG0000998	3	2	3	4	1
1000	OG0000999	13	0	0	0	0
1001	OG0001000	1	2	3	3	4
1002	OG0001001	2	2	2	4	3
1003	OG0001002	2	2	2	2	5
1004	OG0001003	3	3	2	4	1
1005	OG0001004	2	2	2	3	4
1006	OG0001005	1	8	2	1	1
1007	OG0001006	1	2	3	1	6
1008	OG0001007	1	3	2	2	5
1009	OG0001008	2	3	2	3	3
1010	OG0001009	1	2	2	4	4
1011	OG0001010	2	5	3	1	2
1012	OG0001011	1	1	1	6	4
1013	OG0001012	2	2	2	2	5
1014	OG0001013	3	3	3	4	0
1015	OG0001014	2	3	2	3	3
1016	OG0001015	2	2	3	1	5
1017	OG0001016	2	3	2	3	3
1018	OG0001017	3	2	3	1	4
1019	OG0001018	2	4	2	2	3
1020	OG0001019	3	7	3	0	0
1021	OG0001020	3	2	2	3	3
1022	OG0001021	2	3	2	2	4
1023	OG0001022	2	2	2	4	3
1024	OG0001023	2	1	2	4	4
1025	OG0001024	2	0	0	0	11
1026	OG0001025	2	2	2	3	4
1027	OG0001026	2	2	2	4	3
1028	OG0001027	2	2	2	3	4
1029	OG0001028	2	2	2	3	4
1030	OG0001029	4	1	0	1	7
1031	OG0001030	3	3	3	1	3
1032	OG0001031	2	3	2	2	4
1033	OG0001032	3	2	2	3	3
1034	OG0001033	2	2	2	3	4
1035	OG0001034	2	2	2	3	4
1036	OG0001035	1	1	1	5	5
1037	OG0001036	1	4	2	1	5
1038	OG0001037	2	2	2	3	4
1039	OG0001038	1	2	2	4	4
1040	OG0001039	1	7	2	2	1
1041	OG0001040	2	3	2	1	5
1042	OG0001041	3	2	3	2	3
1043	OG0001042	2	5	2	2	2
1044	OG0001043	3	2	2	3	3
1045	OG0001044	1	2	3	1	6
1046	OG0001045	2	2	2	4	3
1047	OG0001046	3	3	3	2	2
1048	OG0001047	3	6	2	1	1
1049	OG0001048	3	3	3	1	3
1050	OG0001049	3	2	2	2	4
1051	OG0001050	2	2	2	3	4
1052	OG0001051	2	3	3	2	3
1053	OG0001052	2	2	2	3	4
1054	OG0001053	2	1	3	3	4
1055	OG0001054	2	5	2	2	2
1056	OG0001055	2	2	2	4	3
1057	OG0001056	3	3	3	2	2
1058	OG0001057	2	2	2	2	5
1059	OG0001058	3	3	2	2	3
1060	OG0001059	1	1	1	5	5
1061	OG0001060	2	2	2	4	3
1062	OG0001061	1	2	2	4	4
1063	OG0001062	2	2	2	3	4
1064	OG0001063	1	1	1	5	5
1065	OG0001064	2	2	2	3	4
1066	OG0001065	1	2	2	4	4
1067	OG0001066	2	2	2	3	4
1068	OG0001067	2	2	2	3	4
1069	OG0001068	2	10	0	0	1
1070	OG0001069	2	0	1	5	5
1071	OG0001070	2	2	2	3	4
1072	OG0001071	2	2	2	3	4
1073	OG0001072	2	2	2	3	4
1074	OG0001073	4	4	4	0	1
1075	OG0001074	2	4	2	2	3
1076	OG0001075	2	2	2	4	3
1077	OG0001076	2	2	2	4	3
1078	OG0001077	1	7	2	0	3
1079	OG0001078	3	2	2	3	3
1080	OG0001079	5	2	2	2	2
1081	OG0001080	2	2	2	4	3
1082	OG0001081	3	3	3	1	3
1083	OG0001082	1	1	3	4	4
1084	OG0001083	2	2	2	4	3
1085	OG0001084	3	3	3	2	2
1086	OG0001085	1	3	4	2	3
1087	OG0001086	2	2	2	2	5
1088	OG0001087	2	2	2	4	3
1089	OG0001088	2	3	2	3	3
1090	OG0001089	1	3	1	2	6
1091	OG0001090	2	2	2	4	3
1092	OG0001091	2	2	2	3	4
1093	OG0001092	2	2	2	3	4
1094	OG0001093	5	3	3	1	1
1095	OG0001094	2	2	2	3	4
1096	OG0001095	2	3	2	3	3
1097	OG0001096	2	2	2	3	4
1098	OG0001097	1	3	2	4	3
1099	OG0001098	1	2	2	4	4
1100	OG0001099	2	2	2	4	3
1101	OG0001100	3	4	3	1	2
1102	OG0001101	3	3	3	2	2
1103	OG0001102	2	3	3	3	2
1104	OG0001103	3	3	3	2	2
1105	OG0001104	2	3	7	0	1
1106	OG0001105	2	2	2	3	4
1107	OG0001106	2	2	3	2	4
1108	OG0001107	2	2	2	3	4
1109	OG0001108	3	3	2	1	4
1110	OG0001109	2	3	4	0	4
1111	OG0001110	2	2	2	4	3
1112	OG0001111	2	2	6	0	3
1113	OG0001112	3	4	3	1	2
1114	OG0001113	2	3	3	2	3
1115	OG0001114	2	2	2	3	4
1116	OG0001115	3	2	3	1	4
1117	OG0001116	2	3	3	3	2
1118	OG0001117	3	3	3	0	4
1119	OG0001118	2	3	2	2	4
1120	OG0001119	1	0	5	3	4
1121	OG0001120	2	2	2	3	4
1122	OG0001121	2	3	1	3	4
1123	OG0001122	3	2	2	4	2
1124	OG0001123	2	2	1	3	5
1125	OG0001124	3	2	3	3	2
1126	OG0001125	2	2	3	2	4
1127	OG0001126	2	2	3	2	4
1128	OG0001127	1	11	0	1	0
1129	OG0001128	2	4	2	1	4
1130	OG0001129	1	2	1	7	2
1131	OG0001130	1	5	4	0	3
1132	OG0001131	1	6	5	0	1
1133	OG0001132	0	9	2	0	2
1134	OG0001133	0	1	1	1	10
1135	OG0001134	0	1	2	6	4
1136	OG0001135	0	1	1	9	2
1137	OG0001136	0	2	2	4	5
1138	OG0001137	0	2	3	4	4
1139	OG0001138	0	2	1	5	5
1140	OG0001139	0	6	5	0	2
1141	OG0001140	0	0	1	2	10
1142	OG0001141	0	0	1	0	12
1143	OG0001142	0	0	0	13	0
1144	OG0001143	0	0	0	13	0
1145	OG0001144	0	0	0	13	0
1146	OG0001145	0	0	0	10	3
1147	OG0001146	0	0	0	6	7
1148	OG0001147	0	0	0	13	0
1149	OG0001148	0	0	0	12	1
1150	OG0001149	0	0	0	11	2
1151	OG0001150	0	0	0	4	9
1152	OG0001151	3	2	2	1	4
1153	OG0001152	2	2	2	3	3
1154	OG0001153	2	2	2	3	3
1155	OG0001154	2	2	2	3	3
1156	OG0001155	3	2	2	2	3
1157	OG0001156	2	2	2	2	4
1158	OG0001157	2	2	2	3	3
1159	OG0001158	2	2	2	3	3
1160	OG0001159	5	3	1	2	1
1161	OG0001160	12	0	0	0	0
1162	OG0001161	2	2	2	4	2
1163	OG0001162	6	1	5	0	0
1164	OG0001163	2	2	2	2	4
1165	OG0001164	3	1	1	1	6
1166	OG0001165	2	2	2	3	3
1167	OG0001166	2	2	2	2	4
1168	OG0001167	2	2	2	3	3
1169	OG0001168	4	0	2	3	3
1170	OG0001169	2	2	2	3	3
1171	OG0001170	2	2	2	2	4
1172	OG0001171	3	2	3	2	2
1173	OG0001172	3	3	2	2	2
1174	OG0001173	12	0	0	0	0
1175	OG0001174	1	2	3	3	3
1176	OG0001175	3	3	2	2	2
1177	OG0001176	2	2	2	2	4
1178	OG0001177	2	2	2	3	3
1179	OG0001178	2	2	2	3	3
1180	OG0001179	2	2	2	3	3
1181	OG0001180	2	2	2	3	3
1182	OG0001181	2	2	2	1	5
1183	OG0001182	2	3	3	1	3
1184	OG0001183	1	10	1	0	0
1185	OG0001184	1	2	1	5	3
1186	OG0001185	2	2	3	3	2
1187	OG0001186	2	3	3	2	2
1188	OG0001187	1	2	3	3	3
1189	OG0001188	3	3	2	2	2
1190	OG0001189	1	2	1	4	4
1191	OG0001190	2	0	0	0	10
1192	OG0001191	2	2	2	1	5
1193	OG0001192	3	3	3	2	1
1194	OG0001193	1	1	1	2	7
1195	OG0001194	2	2	2	3	3
1196	OG0001195	3	3	2	1	3
1197	OG0001196	2	2	2	3	3
1198	OG0001197	2	2	2	3	3
1199	OG0001198	2	3	3	2	2
1200	OG0001199	2	2	2	3	3
1201	OG0001200	2	2	2	4	2
1202	OG0001201	2	2	2	3	3
1203	OG0001202	2	2	2	3	3
1204	OG0001203	2	2	2	3	3
1205	OG0001204	2	2	2	2	4
1206	OG0001205	2	2	2	3	3
1207	OG0001206	2	2	2	2	4
1208	OG0001207	2	2	2	3	3
1209	OG0001208	6	1	2	0	3
1210	OG0001209	2	2	2	3	3
1211	OG0001210	2	2	2	3	3
1212	OG0001211	1	2	2	3	4
1213	OG0001212	2	2	2	2	4
1214	OG0001213	2	2	2	2	4
1215	OG0001214	1	1	1	6	3
1216	OG0001215	2	2	2	2	4
1217	OG0001216	2	0	2	4	4
1218	OG0001217	2	2	2	3	3
1219	OG0001218	2	2	2	3	3
1220	OG0001219	2	2	2	2	4
1221	OG0001220	2	2	2	3	3
1222	OG0001221	2	3	2	3	2
1223	OG0001222	2	2	2	3	3
1224	OG0001223	2	2	2	3	3
1225	OG0001224	2	2	2	3	3
1226	OG0001225	4	4	1	1	2
1227	OG0001226	2	2	2	1	5
1228	OG0001227	3	3	3	0	3
1229	OG0001228	2	2	2	3	3
1230	OG0001229	2	2	2	3	3
1231	OG0001230	2	2	2	3	3
1232	OG0001231	3	3	2	2	2
1233	OG0001232	2	2	2	3	3
1234	OG0001233	2	2	2	3	3
1235	OG0001234	3	5	2	1	1
1236	OG0001235	1	1	2	4	4
1237	OG0001236	2	2	1	3	4
1238	OG0001237	2	2	2	3	3
1239	OG0001238	2	2	2	3	3
1240	OG0001239	2	2	2	3	3
1241	OG0001240	1	3	1	3	4
1242	OG0001241	2	2	2	3	3
1243	OG0001242	2	4	2	2	2
1244	OG0001243	2	2	2	2	4
1245	OG0001244	2	2	2	3	3
1246	OG0001245	1	0	0	2	9
1247	OG0001246	3	2	2	2	3
1248	OG0001247	2	2	1	3	4
1249	OG0001248	2	2	2	3	3
1250	OG0001249	2	2	2	3	3
1251	OG0001250	2	2	2	3	3
1252	OG0001251	2	2	2	3	3
1253	OG0001252	2	2	2	3	3
1254	OG0001253	2	2	2	3	3
1255	OG0001254	3	2	3	2	2
1256	OG0001255	2	2	2	2	4
1257	OG0001256	4	4	2	1	1
1258	OG0001257	12	0	0	0	0
1259	OG0001258	4	3	2	1	2
1260	OG0001259	2	2	2	3	3
1261	OG0001260	1	1	1	1	8
1262	OG0001261	2	3	1	3	3
1263	OG0001262	2	2	2	2	4
1264	OG0001263	2	2	2	3	3
1265	OG0001264	3	2	2	2	3
1266	OG0001265	2	2	2	3	3
1267	OG0001266	2	3	1	3	3
1268	OG0001267	1	1	2	3	5
1269	OG0001268	1	1	1	5	4
1270	OG0001269	2	2	2	3	3
1271	OG0001270	2	2	2	1	5
1272	OG0001271	2	2	2	3	3
1273	OG0001272	2	2	2	2	4
1274	OG0001273	3	2	2	1	4
1275	OG0001274	2	2	2	3	3
1276	OG0001275	1	1	1	5	4
1277	OG0001276	2	2	2	1	5
1278	OG0001277	4	2	2	2	2
1279	OG0001278	4	3	1	2	2
1280	OG0001279	2	2	2	3	3
1281	OG0001280	2	5	2	1	2
1282	OG0001281	2	1	2	3	4
1283	OG0001282	2	2	2	2	4
1284	OG0001283	2	3	2	2	3
1285	OG0001284	2	2	2	1	5
1286	OG0001285	4	2	2	2	2
1287	OG0001286	2	2	2	3	3
1288	OG0001287	2	2	2	3	3
1289	OG0001288	2	3	2	2	3
1290	OG0001289	2	2	2	2	4
1291	OG0001290	2	3	2	3	2
1292	OG0001291	2	2	2	2	4
1293	OG0001292	2	2	2	3	3
1294	OG0001293	3	2	2	3	2
1295	OG0001294	2	3	2	1	4
1296	OG0001295	2	2	2	3	3
1297	OG0001296	4	2	2	2	2
1298	OG0001297	2	2	2	2	4
1299	OG0001298	3	0	2	5	2
1300	OG0001299	2	4	2	2	2
1301	OG0001300	3	4	2	1	2
1302	OG0001301	2	2	2	3	3
1303	OG0001302	1	2	2	4	3
1304	OG0001303	2	2	2	3	3
1305	OG0001304	2	2	2	2	4
1306	OG0001305	2	2	2	2	4
1307	OG0001306	2	2	2	3	3
1308	OG0001307	2	4	3	0	3
1309	OG0001308	1	2	3	2	4
1310	OG0001309	2	3	2	2	3
1311	OG0001310	2	2	2	3	3
1312	OG0001311	2	2	2	3	3
1313	OG0001312	2	2	2	3	3
1314	OG0001313	2	3	2	3	2
1315	OG0001314	2	2	2	1	5
1316	OG0001315	2	3	2	2	3
1317	OG0001316	2	2	2	3	3
1318	OG0001317	1	4	3	2	2
1319	OG0001318	3	2	2	2	3
1320	OG0001319	2	3	2	3	2
1321	OG0001320	2	2	3	2	3
1322	OG0001321	2	2	2	2	4
1323	OG0001322	4	3	1	1	3
1324	OG0001323	1	4	2	2	3
1325	OG0001324	6	3	2	0	1
1326	OG0001325	5	4	1	2	0
1327	OG0001326	2	2	2	3	3
1328	OG0001327	2	2	2	3	3
1329	OG0001328	2	2	2	3	3
1330	OG0001329	2	2	2	3	3
1331	OG0001330	2	2	2	2	4
1332	OG0001331	3	2	1	3	3
1333	OG0001332	1	2	3	2	4
1334	OG0001333	2	3	2	3	2
1335	OG0001334	3	3	2	2	2
1336	OG0001335	2	2	2	3	3
1337	OG0001336	2	2	2	3	3
1338	OG0001337	2	4	2	2	2
1339	OG0001338	2	2	2	2	4
1340	OG0001339	2	3	4	1	2
1341	OG0001340	4	1	5	1	1
1342	OG0001341	2	2	3	2	3
1343	OG0001342	2	2	2	3	3
1344	OG0001343	3	1	0	7	1
1345	OG0001344	1	3	2	3	3
1346	OG0001345	2	2	1	4	3
1347	OG0001346	3	4	3	1	1
1348	OG0001347	2	2	2	3	3
1349	OG0001348	2	1	2	3	4
1350	OG0001349	2	2	2	2	4
1351	OG0001350	2	2	2	3	3
1352	OG0001351	3	2	2	2	3
1353	OG0001352	2	4	3	1	2
1354	OG0001353	2	2	2	4	2
1355	OG0001354	3	3	3	2	1
1356	OG0001355	3	3	2	2	2
1357	OG0001356	2	3	1	0	6
1358	OG0001357	2	5	0	2	3
1359	OG0001358	2	1	2	4	3
1360	OG0001359	2	2	2	1	5
1361	OG0001360	2	2	2	3	3
1362	OG0001361	3	2	2	3	2
1363	OG0001362	2	2	3	2	3
1364	OG0001363	2	2	2	3	3
1365	OG0001364	2	2	2	3	3
1366	OG0001365	2	1	2	3	4
1367	OG0001366	2	2	2	4	2
1368	OG0001367	3	2	3	2	2
1369	OG0001368	1	1	1	8	1
1370	OG0001369	4	3	3	1	1
1371	OG0001370	2	2	2	3	3
1372	OG0001371	3	3	4	1	1
1373	OG0001372	2	3	2	2	3
1374	OG0001373	2	3	2	2	3
1375	OG0001374	2	2	2	3	3
1376	OG0001375	2	2	2	3	3
1377	OG0001376	3	2	2	1	4
1378	OG0001377	2	2	2	3	3
1379	OG0001378	2	2	2	3	3
1380	OG0001379	2	1	2	0	7
1381	OG0001380	2	2	2	3	3
1382	OG0001381	2	2	3	1	4
1383	OG0001382	2	2	2	3	3
1384	OG0001383	2	2	2	3	3
1385	OG0001384	2	2	2	3	3
1386	OG0001385	1	1	2	5	3
1387	OG0001386	2	3	2	2	3
1388	OG0001387	2	2	2	1	5
1389	OG0001388	2	2	3	2	3
1390	OG0001389	2	2	2	2	4
1391	OG0001390	4	4	2	1	1
1392	OG0001391	2	3	2	2	3
1393	OG0001392	2	2	2	2	4
1394	OG0001393	2	3	2	1	4
1395	OG0001394	3	2	2	3	2
1396	OG0001395	2	2	2	3	3
1397	OG0001396	2	2	2	3	3
1398	OG0001397	2	2	2	3	3
1399	OG0001398	2	3	2	2	3
1400	OG0001399	2	2	2	3	3
1401	OG0001400	2	4	2	2	2
1402	OG0001401	2	2	2	3	3
1403	OG0001402	2	2	2	3	3
1404	OG0001403	2	2	2	3	3
1405	OG0001404	2	2	2	1	5
1406	OG0001405	2	2	2	3	3
1407	OG0001406	2	3	3	0	4
1408	OG0001407	2	2	2	3	3
1409	OG0001408	1	1	1	5	4
1410	OG0001409	1	1	5	2	3
1411	OG0001410	1	3	3	2	3
1412	OG0001411	2	2	2	3	3
1413	OG0001412	3	2	2	2	3
1414	OG0001413	2	2	2	3	3
1415	OG0001414	2	2	2	3	3
1416	OG0001415	2	2	2	3	3
1417	OG0001416	2	3	2	2	3
1418	OG0001417	4	3	1	2	2
1419	OG0001418	2	4	3	1	2
1420	OG0001419	3	3	2	1	3
1421	OG0001420	1	2	1	4	4
1422	OG0001421	2	2	2	3	3
1423	OG0001422	2	2	2	3	3
1424	OG0001423	1	2	2	3	4
1425	OG0001424	2	2	2	3	3
1426	OG0001425	1	2	2	2	5
1427	OG0001426	2	2	2	2	4
1428	OG0001427	2	2	2	2	4
1429	OG0001428	2	3	2	2	3
1430	OG0001429	2	2	2	2	4
1431	OG0001430	3	3	3	1	2
1432	OG0001431	2	2	2	3	3
1433	OG0001432	2	2	2	2	4
1434	OG0001433	1	2	3	3	3
1435	OG0001434	2	2	2	1	5
1436	OG0001435	2	2	2	3	3
1437	OG0001436	2	2	2	2	4
1438	OG0001437	2	2	2	3	3
1439	OG0001438	2	2	2	4	2
1440	OG0001439	1	3	2	5	1
1441	OG0001440	2	1	2	3	4
1442	OG0001441	2	7	1	1	1
1443	OG0001442	4	2	3	1	2
1444	OG0001443	3	4	2	0	3
1445	OG0001444	5	1	5	0	1
1446	OG0001445	2	2	2	3	3
1447	OG0001446	1	1	1	8	1
1448	OG0001447	2	4	2	1	3
1449	OG0001448	1	3	2	3	3
1450	OG0001449	1	1	1	8	1
1451	OG0001450	1	3	2	3	3
1452	OG0001451	2	1	1	6	2
1453	OG0001452	3	2	3	0	4
1454	OG0001453	2	2	2	3	3
1455	OG0001454	2	3	2	2	3
1456	OG0001455	1	1	1	6	3
1457	OG0001456	2	2	2	3	3
1458	OG0001457	1	1	2	2	6
1459	OG0001458	1	1	1	4	5
1460	OG0001459	1	2	2	2	5
1461	OG0001460	1	1	1	5	4
1462	OG0001461	0	12	0	0	0
1463	OG0001462	0	12	0	0	0
1464	OG0001463	0	4	7	1	0
1465	OG0001464	0	4	6	0	2
1466	OG0001465	0	2	1	4	5
1467	OG0001466	0	2	0	6	4
1468	OG0001467	0	4	8	0	0
1469	OG0001468	0	1	1	10	0
1470	OG0001469	0	1	1	2	8
1471	OG0001470	0	0	12	0	0
1472	OG0001471	0	0	0	10	2
1473	OG0001472	0	0	0	12	0
1474	OG0001473	0	0	0	5	7
1475	OG0001474	0	0	0	12	0
1476	OG0001475	4	2	2	1	2
1477	OG0001476	3	2	2	2	2
1478	OG0001477	3	4	1	1	2
1479	OG0001478	2	1	1	4	3
1480	OG0001479	2	3	2	2	2
1481	OG0001480	2	1	1	4	3
1482	OG0001481	2	2	3	1	3
1483	OG0001482	2	2	2	2	3
1484	OG0001483	1	1	1	4	4
1485	OG0001484	2	2	2	1	4
1486	OG0001485	2	2	2	2	3
1487	OG0001486	5	1	2	1	2
1488	OG0001487	6	2	1	1	1
1489	OG0001488	2	2	3	2	2
1490	OG0001489	3	3	2	2	1
1491	OG0001490	3	2	2	1	3
1492	OG0001491	2	2	3	2	2
1493	OG0001492	3	2	2	2	2
1494	OG0001493	2	2	2	3	2
1495	OG0001494	2	2	2	3	2
1496	OG0001495	1	1	1	5	3
1497	OG0001496	2	2	2	2	3
1498	OG0001497	2	2	2	2	3
